timestamp,temp_termostato,sin_AC,ola_calor,mujer,sin_sombreado,prob_sobrec,prob_cluster_0,prob_cluster_1,riesgo,sensacion,satisfaccion,preferencia,latitud,longitud
2025-06-16T10:50:50.144955,30.3,0,0,0,1,0.1171086510583959,0.9999999999999982,1.961845865725457e-15,Bajo riesgo de sobrecalentamiento,-2,1,-1,42.8012211,-1.6572511
2025-06-16T10:56:28.294309,30.18,1,0,0,0,0.9006618325217767,0.1519992914048832,0.8480007085951168,Alto riesgo de sobrecalentamiento,-2,1,-1,42.8012211,-1.6572511
2025-06-17T10:00:33.445778,29.25,0,1,1,0,0.8063241581878606,0.16978755968474543,0.8302124403152544,Alto riesgo de sobrecalentamiento,1,-2,0,42.7991428,-1.6579739
